candidate,task_id,cmd_vx,top_gait,second_gait,metric,top_score,second_score,top_minus_second
balanced,flat_trot_efficiency,1.5,trotting,pronking,smoothness,0.977275550365448,0.9660163521766663,0.011259198188781738
balanced,flat_trot_efficiency,1.5,trotting,pronking,survival,0.9779999982565641,0.9799999985843897,-0.0020000003278255463
balanced,flat_trot_efficiency,1.5,trotting,pronking,clearance,0.8603752851486206,0.8609377145767212,-0.0005624294281005859
balanced,flat_trot_efficiency,1.5,trotting,pronking,boundary,0.312583863735199,0.3083275258541107,0.004256337881088257
balanced,flat_trot_efficiency,1.5,trotting,pronking,vx_abs_error_mean,0.20033486187458038,0.2348552942276001,-0.034520432353019714
balanced,flat_trot_efficiency,1.5,trotting,pronking,fall_rate,0.02200000174343586,0.020000001415610313,0.0020000003278255463
balanced,flat_trot_efficiency,1.5,trotting,pronking,lateral_offset_abs_mean,1.3916726112365723,1.2943097352981567,0.09736287593841553
balanced,flat_trot_efficiency,1.5,trotting,pronking,scuffing_ratio_mean,0.15116667747497559,0.1469166874885559,0.004249989986419678
balanced,flat_trot_efficiency,1.5,trotting,pronking,foot_impact_vel_sum_mean,0.7567058801651001,0.763770580291748,-0.007064700126647949
balanced,flat_trot_efficiency,1.5,trotting,pronking,transport_cost_proxy,170.19010607925756,178.19652862381113,-8.006422544553573
balanced,flat_trot_efficiency,1.5,trotting,pronking,foot_impact_vel_rms,1.4063166460452188,1.497544759873926,-0.09122811382870721
balanced,flat_trot_efficiency,1.5,trotting,pronking,orientation_rms,0.0694077708986597,0.07337923103414977,-0.003971460135490074
balanced,flat_trot_efficiency,1.5,trotting,pronking,lateral_vel_rms,0.11002114715825168,0.09350190515349423,0.016519242004757448
balanced,flat_trot_efficiency,2.0,trotting,pronking,tracking,0.623447835445404,0.3913678824901581,0.23207995295524597
balanced,flat_trot_efficiency,2.0,trotting,pronking,yaw,0.5813249945640564,0.783631443977356,-0.20230644941329956
balanced,flat_trot_efficiency,2.0,trotting,pronking,orientation,0.921246349811554,0.8609147071838379,0.060331642627716064
balanced,flat_trot_efficiency,2.0,trotting,pronking,lateral,0.17239901423454285,0.20945127308368683,-0.03705225884914398
balanced,flat_trot_efficiency,2.0,trotting,pronking,slip,0.5377184748649597,0.5281270146369934,0.009591460227966309
balanced,flat_trot_efficiency,2.0,trotting,pronking,energy,0.3786922097206116,0.37248921394348145,0.006202995777130127
balanced,flat_trot_efficiency,2.0,trotting,pronking,impact,0.5650234818458557,0.5293290615081787,0.035694420337677
balanced,flat_trot_efficiency,2.0,trotting,pronking,scuff,0.4745364785194397,0.4690324068069458,0.0055040717124938965
balanced,flat_trot_efficiency,2.0,trotting,pronking,smoothness,0.961129903793335,0.9645196199417114,-0.003389716148376465
balanced,flat_trot_efficiency,2.0,trotting,pronking,survival,0.9749999977648258,0.9719999991357327,0.00299999862909317
balanced,flat_trot_efficiency,2.0,trotting,pronking,clearance,0.856558620929718,0.8581252098083496,-0.0015665888786315918
balanced,flat_trot_efficiency,2.0,trotting,pronking,boundary,0.23931708931922913,0.543789267539978,-0.3044721782207489
balanced,flat_trot_efficiency,2.0,trotting,pronking,vx_abs_error_mean,0.34368962049484253,0.48427969217300415,-0.14059007167816162
balanced,flat_trot_efficiency,2.0,trotting,pronking,fall_rate,0.02500000223517418,0.02800000086426735,-0.00299999862909317
balanced,flat_trot_efficiency,2.0,trotting,pronking,lateral_offset_abs_mean,1.4564552307128906,1.2782647609710693,0.1781904697418213
balanced,flat_trot_efficiency,2.0,trotting,pronking,scuffing_ratio_mean,0.14908334612846375,0.15141668915748596,-0.002333343029022217
balanced,flat_trot_efficiency,2.0,trotting,pronking,foot_impact_vel_sum_mean,0.9081380367279053,0.7731404304504395,0.13499760627746582
balanced,flat_trot_efficiency,2.0,trotting,pronking,transport_cost_proxy,184.19945806049162,198.52848233676076,-14.329024276269138
balanced,flat_trot_efficiency,2.0,trotting,pronking,foot_impact_vel_rms,1.5111426683033387,1.5951739698941547,-0.08403130159081607
balanced,flat_trot_efficiency,2.0,trotting,pronking,orientation_rms,0.06404210113316952,0.08653319144542164,-0.02249109031225212
balanced,flat_trot_efficiency,2.0,trotting,pronking,lateral_vel_rms,0.12277793254627975,0.11937321956165596,0.0034047129846237895
balanced,push_lateral_pace_recovery,1.2,trotting,pronking,tracking,0.8918711543083191,0.8461586833000183,0.04571247100830078
balanced,push_lateral_pace_recovery,1.2,trotting,pronking,yaw,0.7333655953407288,0.837988018989563,-0.10462242364883423
balanced,push_lateral_pace_recovery,1.2,trotting,pronking,orientation,0.9070465564727783,0.8765112161636353,0.030535340309143066
balanced,push_lateral_pace_recovery,1.2,trotting,pronking,lateral,0.18645916879177094,0.20310483872890472,-0.01664566993713379
balanced,push_lateral_pace_recovery,1.2,trotting,pronking,slip,0.6919593214988708,0.628734827041626,0.06322449445724487
balanced,push_lateral_pace_recovery,1.2,trotting,pronking,energy,0.4860821068286896,0.4648348391056061,0.021247267723083496
balanced,push_lateral_pace_recovery,1.2,trotting,pronking,impact,0.6908392906188965,0.5977177023887634,0.09312158823013306
balanced,push_lateral_pace_recovery,1.2,trotting,pronking,scuff,0.43823495507240295,0.4980357885360718,-0.05980083346366882
balanced,push_lateral_pace_recovery,1.2,trotting,pronking,smoothness,1.0,0.9802349805831909,0.019765019416809082
balanced,push_lateral_pace_recovery,1.2,trotting,pronking,survival,0.9839999992400408,0.9869999997317791,-0.0030000004917383194
balanced,push_lateral_pace_recovery,1.2,trotting,pronking,clearance,0.5,0.5,0.0
balanced,push_lateral_pace_recovery,1.2,trotting,pronking,boundary,1.0,1.0,0.0
balanced,push_lateral_pace_recovery,1.2,trotting,pronking,vx_abs_error_mean,0.16914016008377075,0.20435775816440582,-0.03521759808063507
balanced,push_lateral_pace_recovery,1.2,trotting,pronking,fall_rate,0.01600000075995922,0.013000000268220901,0.0030000004917383194
balanced,push_lateral_pace_recovery,1.2,trotting,pronking,lateral_offset_abs_mean,1.3474876880645752,1.334833025932312,0.012654662132263184
balanced,push_lateral_pace_recovery,1.2,trotting,pronking,scuffing_ratio_mean,0.16500002145767212,0.1394166648387909,0.025583356618881226
balanced,push_lateral_pace_recovery,1.2,trotting,pronking,foot_impact_vel_sum_mean,0.6529302000999451,0.7816007137298584,-0.12867051362991333
balanced,push_lateral_pace_recovery,1.2,trotting,pronking,transport_cost_proxy,147.88206300331754,173.60987884067106,-25.727815837353518
balanced,push_lateral_pace_recovery,1.2,trotting,pronking,foot_impact_vel_rms,1.2163027259965118,1.434763778548271,-0.21846105255175918
balanced,push_lateral_pace_recovery,1.2,trotting,pronking,orientation_rms,0.06984321962598959,0.08118059608161927,-0.011337376455629683
balanced,push_lateral_pace_recovery,1.2,trotting,pronking,lateral_vel_rms,0.12885172008462442,0.11384199560637176,0.015009724478252662
balanced,push_lateral_pace_recovery,1.5,trotting,pronking,tracking,0.8496435880661011,0.7824612259864807,0.06718236207962036
balanced,push_lateral_pace_recovery,1.5,trotting,pronking,yaw,0.6219132542610168,0.8327503204345703,-0.21083706617355347
balanced,push_lateral_pace_recovery,1.5,trotting,pronking,orientation,0.9068089127540588,0.8909284472465515,0.015880465507507324
balanced,push_lateral_pace_recovery,1.5,trotting,pronking,lateral,0.21755392849445343,0.16050033271312714,0.057053595781326294
balanced,push_lateral_pace_recovery,1.5,trotting,pronking,slip,0.5897257924079895,0.6806265711784363,-0.09090077877044678
balanced,push_lateral_pace_recovery,1.5,trotting,pronking,energy,0.43371981382369995,0.42933064699172974,0.004389166831970215
balanced,push_lateral_pace_recovery,1.5,trotting,pronking,impact,0.6326398849487305,0.5463200807571411,0.08631980419158936
balanced,push_lateral_pace_recovery,1.5,trotting,pronking,scuff,0.48271283507347107,0.47020646929740906,0.012506365776062012
balanced,push_lateral_pace_recovery,1.5,trotting,pronking,smoothness,0.9877433776855469,0.9726782441139221,0.015065133571624756
balanced,push_lateral_pace_recovery,1.5,trotting,pronking,survival,0.982999999076128,0.9789999984204769,0.0040000006556510925
balanced,push_lateral_pace_recovery,1.5,trotting,pronking,clearance,0.8608938455581665,0.8619264960289001,-0.0010326504707336426
balanced,push_lateral_pace_recovery,1.5,trotting,pronking,boundary,0.5286266803741455,0.5223150849342346,0.006311595439910889
balanced,push_lateral_pace_recovery,1.5,trotting,pronking,vx_abs_error_mean,0.20182809233665466,0.2476443350315094,-0.045816242694854736
balanced,push_lateral_pace_recovery,1.5,trotting,pronking,fall_rate,0.017000000923871994,0.021000001579523087,-0.0040000006556510925
balanced,push_lateral_pace_recovery,1.5,trotting,pronking,lateral_offset_abs_mean,1.2660967111587524,1.6348233222961426,-0.36872661113739014
balanced,push_lateral_pace_recovery,1.5,trotting,pronking,scuffing_ratio_mean,0.1456666737794876,0.1509166657924652,-0.0052499920129776
balanced,push_lateral_pace_recovery,1.5,trotting,pronking,foot_impact_vel_sum_mean,0.71725994348526,0.8161063194274902,-0.09884637594223022
balanced,push_lateral_pace_recovery,1.5,trotting,pronking,transport_cost_proxy,156.77590453336978,178.9330962975068,-22.157191764137025
balanced,push_lateral_pace_recovery,1.5,trotting,pronking,foot_impact_vel_rms,1.3532980757237034,1.5550566154867005,-0.20175853976299707
balanced,push_lateral_pace_recovery,1.5,trotting,pronking,orientation_rms,0.0699369539152934,0.07599050987119786,-0.006053555955904455
balanced,push_lateral_pace_recovery,1.5,trotting,pronking,lateral_vel_rms,0.1138445889015085,0.0986498827373351,0.0151947061641734
balanced,push_lateral_pace_recovery,1.8,trotting,pacing,tracking,0.6721311211585999,0.6241178512573242,0.048013269901275635
balanced,push_lateral_pace_recovery,1.8,trotting,pacing,yaw,0.5345106720924377,0.5876314043998718,-0.05312073230743408
balanced,push_lateral_pace_recovery,1.8,trotting,pacing,orientation,0.9072113633155823,0.8606030344963074,0.0466083288192749
balanced,push_lateral_pace_recovery,1.8,trotting,pacing,lateral,0.17540352046489716,0.07532279193401337,0.10008072853088379
balanced,push_lateral_pace_recovery,1.8,trotting,pacing,slip,0.5325170755386353,0.3509107530117035,0.18160632252693176
balanced,push_lateral_pace_recovery,1.8,trotting,pacing,energy,0.42392176389694214,0.39298078417778015,0.030940979719161987
balanced,push_lateral_pace_recovery,1.8,trotting,pacing,impact,0.6312012076377869,0.5205696821212769,0.11063152551651001
balanced,push_lateral_pace_recovery,1.8,trotting,pacing,scuff,0.4369586408138275,0.5458469390869141,-0.10888829827308655
balanced,push_lateral_pace_recovery,1.8,trotting,pacing,smoothness,1.0,0.9703524708747864,0.029647529125213623
balanced,push_lateral_pace_recovery,1.8,trotting,pacing,survival,0.9789999984204769,0.9739999994635582,0.004999998956918716
balanced,push_lateral_pace_recovery,1.8,trotting,pacing,clearance,0.5,1.0,-0.5
balanced,push_lateral_pace_recovery,1.8,trotting,pacing,boundary,1.0,1.0,0.0
balanced,push_lateral_pace_recovery,1.8,trotting,pacing,vx_abs_error_mean,0.3151594400405884,0.3432987332344055,-0.02813929319381714
balanced,push_lateral_pace_recovery,1.8,trotting,pacing,fall_rate,0.021000001579523087,0.026000000536441803,-0.004999998956918716
balanced,push_lateral_pace_recovery,1.8,trotting,pacing,lateral_offset_abs_mean,1.4025923013687134,1.1026420593261719,0.2999502420425415
balanced,push_lateral_pace_recovery,1.8,trotting,pacing,scuffing_ratio_mean,0.16558334231376648,0.1210833340883255,0.04450000822544098
balanced,push_lateral_pace_recovery,1.8,trotting,pacing,foot_impact_vel_sum_mean,0.7044980525970459,0.7525079250335693,-0.04800987243652344
balanced,push_lateral_pace_recovery,1.8,trotting,pacing,transport_cost_proxy,162.52391248824085,184.1856521082546,-21.661739620013748
balanced,push_lateral_pace_recovery,1.8,trotting,pacing,foot_impact_vel_rms,1.3566585971633047,1.6159598169445832,-0.2593012197812785
balanced,push_lateral_pace_recovery,1.8,trotting,pacing,orientation_rms,0.0697781554248948,0.08663773274732353,-0.016859577322428737
balanced,push_lateral_pace_recovery,1.8,trotting,pacing,lateral_vel_rms,0.13001420968138888,0.2723353243349018,-0.14232111465351294
balanced,ramp_up_trot_robustness,0.5,pacing,pronking,tracking,0.9657580256462097,0.9805737733840942,-0.014815747737884521
balanced,ramp_up_trot_robustness,0.5,pacing,pronking,yaw,0.8071085214614868,0.9069132804870605,-0.09980475902557373
balanced,ramp_up_trot_robustness,0.5,pacing,pronking,orientation,0.8730175495147705,0.86431485414505,0.008702695369720459
balanced,ramp_up_trot_robustness,0.5,pacing,pronking,lateral,0.10833590477705002,0.1738751083612442,-0.06553920358419418
balanced,ramp_up_trot_robustness,0.5,pacing,pronking,slip,0.5982624292373657,0.8873074650764465,-0.2890450358390808
balanced,ramp_up_trot_robustness,0.5,pacing,pronking,energy,0.5821681022644043,0.524198591709137,0.057969510555267334
balanced,ramp_up_trot_robustness,0.5,pacing,pronking,impact,0.9131582379341125,0.5667775869369507,0.34638065099716187
balanced,ramp_up_trot_robustness,0.5,pacing,pronking,scuff,0.9269706606864929,0.8031878471374512,0.12378281354904175
balanced,ramp_up_trot_robustness,0.5,pacing,pronking,smoothness,0.9893558621406555,0.9911057949066162,-0.0017499327659606934
balanced,ramp_up_trot_robustness,0.5,pacing,pronking,survival,0.9919999996200204,0.9929999997839332,-0.0010000001639127731
balanced,ramp_up_trot_robustness,0.5,pacing,pronking,clearance,1.0,0.5,0.5
balanced,ramp_up_trot_robustness,0.5,pacing,pronking,boundary,0.47766903042793274,1.0,-0.5223309695720673
balanced,ramp_up_trot_robustness,0.5,pacing,pronking,vx_abs_error_mean,0.09333004057407379,0.07003110647201538,0.02329893410205841
balanced,ramp_up_trot_robustness,0.5,pacing,pronking,fall_rate,0.00800000037997961,0.007000000216066837,0.0010000001639127731
balanced,ramp_up_trot_robustness,0.5,pacing,pronking,lateral_offset_abs_mean,1.2258853912353516,1.5791616439819336,-0.35327625274658203
balanced,ramp_up_trot_robustness,0.5,pacing,pronking,scuffing_ratio_mean,0.015166668221354485,0.04383333772420883,-0.028666669502854347
balanced,ramp_up_trot_robustness,0.5,pacing,pronking,foot_impact_vel_sum_mean,0.1758265197277069,0.8451954126358032,-0.6693688929080963
balanced,ramp_up_trot_robustness,0.5,pacing,pronking,transport_cost_proxy,222.96606709062146,256.4618538549326,-33.495786764311134
balanced,ramp_up_trot_robustness,0.5,pacing,pronking,foot_impact_vel_rms,0.6028136311338376,1.507034597263898,-0.9042209661300605
balanced,ramp_up_trot_robustness,0.5,pacing,pronking,orientation_rms,0.08240134618570795,0.08538680658327648,-0.002985460397568529
balanced,ramp_up_trot_robustness,0.5,pacing,pronking,lateral_vel_rms,0.2232300742560049,0.0922649351299313,0.1309651391260736
balanced,ramp_up_trot_robustness,1.0,pacing,pronking,tracking,0.9144099354743958,0.9215463995933533,-0.0071364641189575195
balanced,ramp_up_trot_robustness,1.0,pacing,pronking,yaw,0.6794553995132446,0.799923837184906,-0.12046843767166138
balanced,ramp_up_trot_robustness,1.0,pacing,pronking,orientation,0.842174232006073,0.8344067335128784,0.00776749849319458
balanced,ramp_up_trot_robustness,1.0,pacing,pronking,lateral,0.04105079919099808,0.2015274316072464,-0.16047663241624832
balanced,ramp_up_trot_robustness,1.0,pacing,pronking,slip,0.4924558699131012,0.6881446242332458,-0.19568875432014465
balanced,ramp_up_trot_robustness,1.0,pacing,pronking,energy,0.5122637748718262,0.4734417200088501,0.038822054862976074
balanced,ramp_up_trot_robustness,1.0,pacing,pronking,impact,0.7047539949417114,0.5835282802581787,0.12122571468353271
balanced,ramp_up_trot_robustness,1.0,pacing,pronking,scuff,0.8163462281227112,0.7758857011795044,0.04046052694320679
balanced,ramp_up_trot_robustness,1.0,pacing,pronking,smoothness,0.9812232255935669,0.9775323867797852,0.0036908388137817383
balanced,ramp_up_trot_robustness,1.0,pacing,pronking,survival,0.9839999992400408,0.9839999992400408,0.0
balanced,ramp_up_trot_robustness,1.0,pacing,pronking,clearance,1.0,0.8643563389778137,0.13564366102218628
balanced,ramp_up_trot_robustness,1.0,pacing,pronking,boundary,1.0,0.5085738897323608,0.49142611026763916
balanced,ramp_up_trot_robustness,1.0,pacing,pronking,vx_abs_error_mean,0.14956294000148773,0.1429179608821869,0.006644979119300842
balanced,ramp_up_trot_robustness,1.0,pacing,pronking,fall_rate,0.01600000075995922,0.01600000075995922,0.0
balanced,ramp_up_trot_robustness,1.0,pacing,pronking,lateral_offset_abs_mean,1.5207295417785645,1.3362061977386475,0.184523344039917
balanced,ramp_up_trot_robustness,1.0,pacing,pronking,scuffing_ratio_mean,0.04058333858847618,0.0507500022649765,-0.01016666367650032
balanced,ramp_up_trot_robustness,1.0,pacing,pronking,foot_impact_vel_sum_mean,0.46989601850509644,0.72980135679245,-0.2599053382873535
balanced,ramp_up_trot_robustness,1.0,pacing,pronking,transport_cost_proxy,174.45056269260238,212.1630234453043,-37.71246075270193
balanced,ramp_up_trot_robustness,1.0,pacing,pronking,foot_impact_vel_rms,1.1830578574578474,1.467872423649409,-0.28481456619156154
balanced,ramp_up_trot_robustness,1.0,pacing,pronking,orientation_rms,0.0926737199238535,0.09514049904301713,-0.0024667791191636396
balanced,ramp_up_trot_robustness,1.0,pacing,pronking,lateral_vel_rms,0.28915527504534283,0.11524400024302071,0.1739112748023221
balanced,ramp_up_trot_robustness,1.5,pronking,pacing,tracking,0.787510097026825,0.718184769153595,0.06932532787322998
balanced,ramp_up_trot_robustness,1.5,pronking,pacing,yaw,0.7123730778694153,0.5113157033920288,0.20105737447738647
balanced,ramp_up_trot_robustness,1.5,pronking,pacing,orientation,0.7784724235534668,0.8089820146560669,-0.030509591102600098
balanced,ramp_up_trot_robustness,1.5,pronking,pacing,lateral,0.12418895214796066,0.04737497493624687,0.07681397721171379
balanced,ramp_up_trot_robustness,1.5,pronking,pacing,slip,0.6732581257820129,0.40528470277786255,0.2679734230041504
balanced,ramp_up_trot_robustness,1.5,pronking,pacing,energy,0.4441191852092743,0.4641548693180084,-0.02003568410873413
balanced,ramp_up_trot_robustness,1.5,pronking,pacing,impact,0.4905970096588135,0.679659903049469,-0.18906289339065552
balanced,ramp_up_trot_robustness,1.5,pronking,pacing,scuff,0.7640159130096436,0.8718975782394409,-0.10788166522979736
balanced,ramp_up_trot_robustness,1.5,pronking,pacing,smoothness,0.975293755531311,0.9669457674026489,0.00834798812866211
balanced,ramp_up_trot_robustness,1.5,pronking,pacing,survival,0.9780000001192093,0.9780000001192093,0.0
balanced,ramp_up_trot_robustness,1.5,pronking,pacing,clearance,0.5,1.0,-0.5
balanced,ramp_up_trot_robustness,1.5,pronking,pacing,boundary,1.0,0.5334164500236511,0.4665835499763489
balanced,ramp_up_trot_robustness,1.5,pronking,pacing,vx_abs_error_mean,0.2443763017654419,0.28767532110214233,-0.04329901933670044
balanced,ramp_up_trot_robustness,1.5,pronking,pacing,fall_rate,0.02199999988079071,0.02199999988079071,0.0
balanced,ramp_up_trot_robustness,1.5,pronking,pacing,lateral_offset_abs_mean,1.582655668258667,1.375932216644287,0.20672345161437988
balanced,ramp_up_trot_robustness,1.5,pronking,pacing,scuffing_ratio_mean,0.053833335638046265,0.027416665107011795,0.02641667053103447
balanced,ramp_up_trot_robustness,1.5,pronking,pacing,foot_impact_vel_sum_mean,0.8549742698669434,0.44612208008766174,0.4088521897792816
balanced,ramp_up_trot_robustness,1.5,pronking,pacing,transport_cost_proxy,181.8362819497252,170.2244833115905,11.611798638134701
balanced,ramp_up_trot_robustness,1.5,pronking,pacing,foot_impact_vel_rms,1.6877585472380743,1.2428399346533072,0.44491861258476706
balanced,ramp_up_trot_robustness,1.5,pronking,pacing,orientation_rms,0.11189766184481993,0.10295110068992079,0.00894656115489914
balanced,ramp_up_trot_robustness,1.5,pronking,pacing,lateral_vel_rms,0.15863408153696087,0.2892860888170916,-0.13065200728013074
balanced,ramp_up_trot_robustness,2.0,pronking,trotting,tracking,0.4915275275707245,0.46826034784317017,0.02326717972755432
balanced,ramp_up_trot_robustness,2.0,pronking,trotting,yaw,0.5073271989822388,0.3606986105442047,0.14662858843803406
balanced,ramp_up_trot_robustness,2.0,pronking,trotting,orientation,0.7246726155281067,0.7897038459777832,-0.06503123044967651
balanced,ramp_up_trot_robustness,2.0,pronking,trotting,lateral,0.10647314786911011,0.11893802136182785,-0.012464873492717743
balanced,ramp_up_trot_robustness,2.0,pronking,trotting,slip,0.5702093243598938,0.3195008635520935,0.2507084608078003
balanced,ramp_up_trot_robustness,2.0,pronking,trotting,energy,0.3782830834388733,0.4178486764431,-0.039565593004226685
balanced,ramp_up_trot_robustness,2.0,pronking,trotting,impact,0.41227784752845764,0.5483936667442322,-0.13611581921577454
balanced,ramp_up_trot_robustness,2.0,pronking,trotting,scuff,0.7567290663719177,0.7938717603683472,-0.03714269399642944
balanced,ramp_up_trot_robustness,2.0,pronking,trotting,smoothness,0.957859992980957,0.9645943641662598,-0.006734371185302734
balanced,ramp_up_trot_robustness,2.0,pronking,trotting,survival,0.9769999980926514,0.9759999997913837,0.000999998301267624
balanced,ramp_up_trot_robustness,2.0,pronking,trotting,clearance,0.857554018497467,0.858129620552063,-0.0005756020545959473
balanced,ramp_up_trot_robustness,2.0,pronking,trotting,boundary,0.333975613117218,0.22743096947669983,0.10654464364051819
balanced,ramp_up_trot_robustness,2.0,pronking,trotting,vx_abs_error_mean,0.42137789726257324,0.4355257749557495,-0.01414787769317627
balanced,ramp_up_trot_robustness,2.0,pronking,trotting,fall_rate,0.023000001907348633,0.024000000208616257,-0.000999998301267624
balanced,ramp_up_trot_robustness,2.0,pronking,trotting,lateral_offset_abs_mean,1.5044615268707275,1.2970056533813477,0.20745587348937988
balanced,ramp_up_trot_robustness,2.0,pronking,trotting,scuffing_ratio_mean,0.055750004947185516,0.04616667330265045,0.009583331644535065
